intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
218000,0.0006814736085277982,0.050673281360737066,0.0004470216789884181,0.0028702511502839154,15.167832167832168,2.0,47.34296619085096,/Users/hehouts/Desktop/lab14_binder/sourmash/matches.zip,"GCF_004118635.1 Chlorobaculum sp. 24CR strain=24CR, ASM411863v1",eb8916635d288599d9e5afa6792ef5a1,0.07725017717930546,143000,10,870000,genomic_data/SRR8859675_2.fastq.gz,SRR8859675,50101ce4,319895000,31,DNA,1000,319895,True,0.790411399074468,0.9207162109882425,0.8555638050313552,0.9207162109882425,False,2169,37050,755683
140000,0.0004376436018068429,0.06529850746268656,0.0004376436018068429,0.00021437560458552064,1.1571428571428573,1.0,0.4012734830053754,/Users/hehouts/Desktop/lab14_binder/sourmash/matches.zip,"GCA_002418765.1 Peptococcaceae bacterium UBA5767, ASM241876v1",d027f2f0f6f4230ca7aea29ae55a37bd,0.06529850746268656,140000,11,730000,genomic_data/SRR8859675_2.fastq.gz,SRR8859675,50101ce4,319895000,31,DNA,1000,319895,True,0.7792001923605332,0.9157376551067271,0.8474689237336301,0.9157376551067271,False,162,37212,755683
108000,0.00033761077853670734,0.018577494692144373,0.00032823270135513214,0.00017996964335574572,1.2952380952380953,1.0,1.7343795900431587,/Users/hehouts/Desktop/lab14_binder/sourmash/matches.zip,"GCF_000223985.1 Thiocapsa marina 5811 strain=5811, ASM22398v1",f6b461e5c0ff0a5dd504012d777532fa,0.01910828025477707,105000,12,625000,genomic_data/SRR8859675_2.fastq.gz,SRR8859675,50101ce4,319895000,31,DNA,1000,319895,True,0.7727044780964634,0.8801476536797984,0.8264260658881308,0.8801476536797984,False,136,37348,755683
119000,0.0003719970615358164,0.02699309478970496,0.00026883821253848917,0.00028451083324621565,2.5,2.0,1.5607839413666156,/Users/hehouts/Desktop/lab14_binder/sourmash/matches.zip,"GCA_016937295.1 Bacteroidales bacterium, ASM1693729v1",b14f7f1af97020b47a2e451a87467b7f,0.037350910232266166,86000,13,539000,genomic_data/SRR8859675_2.fastq.gz,SRR8859675,50101ce4,319895000,31,DNA,1000,319895,True,0.775125888615195,0.8993840879168777,0.8372549882660364,0.8993840879168777,False,215,37563,755683
91000,0.00028446834117444787,0.01720110426842217,0.00025320808390253053,0.00018790948056261687,1.7530864197530864,1.0,1.3924918972438047,/Users/hehouts/Desktop/lab14_binder/sourmash/matches.zip,"GCF_013385175.1 Allochromatium humboldtianum strain=DSM 21881, ASM1338517v1",eb28ed0ff4a490b6c11e842a30358b32,0.019324697387980462,81000,14,458000,genomic_data/SRR8859675_2.fastq.gz,SRR8859675,50101ce4,319895000,31,DNA,1000,319895,True,0.7684471391001598,0.8804674658049935,0.8244573024525766,0.8804674658049935,False,142,37705,755683
78000,0.0002438300067209553,0.02200902934537246,0.0002438300067209553,0.00012439078290764778,1.205128205128205,1.0,0.4037952755903493,/Users/hehouts/Desktop/lab14_binder/sourmash/matches.zip,"GCA_009930325.1 Spirochaetia bacterium, ASM993032v1",78e9ea7c8cfe274a683a219da07af6ae,0.02200902934537246,78000,15,380000,genomic_data/SRR8859675_2.fastq.gz,SRR8859675,50101ce4,319895000,31,DNA,1000,319895,True,0.764635441759714,0.8841694654005686,0.8244024535801413,0.8841694654005686,False,94,37799,755683
74000,0.00023132590381218837,0.01970705725699068,0.00023132590381218837,0.00010321788368932476,1.054054054054054,1.0,0.2795697414267189,/Users/hehouts/Desktop/lab14_binder/sourmash/matches.zip,"GCA_002426795.1 Bacteroidales bacterium UBA5536, ASM242679v1",5bccd0a0b5812d8f93a96ca7588e3eb8,0.01970705725699068,74000,16,306000,genomic_data/SRR8859675_2.fastq.gz,SRR8859675,50101ce4,319895000,31,DNA,1000,319895,True,0.7633380512756932,0.8810241219235275,0.8221810865996104,0.8810241219235275,False,78,37877,755683
72000,0.0002250738523578049,0.03451581975071908,0.0002250738523578049,0.00010718780229276032,1.125,1.0,0.33071891388307384,/Users/hehouts/Desktop/lab14_binder/sourmash/matches.zip,"GCA_016937345.1 Methanomicrobiaceae archaeon, ASM1693734v1",1198c04eee99cd56dfc8267dba76313a,0.03451581975071908,72000,17,234000,genomic_data/SRR8859675_2.fastq.gz,SRR8859675,50101ce4,319895000,31,DNA,1000,319895,True,0.7626636822533351,0.897096777286298,0.8298802297698166,0.897096777286298,False,81,37958,755683
143000,0.0004470216789884181,0.024853801169590642,0.00021256974944903798,0.0012359679918696068,13.735294117647058,3.0,21.650715004535357,/Users/hehouts/Desktop/lab14_binder/sourmash/matches.zip,"GCF_001747405.1 Chlorobaculum limnaeum strain=DSM 1677, ASM174740v1",d3cf260446bf9e0a54d99816e310eebd,0.05226608187134503,68000,18,166000,genomic_data/SRR8859675_2.fastq.gz,SRR8859675,50101ce4,319895000,31,DNA,1000,319895,True,0.7797333025280115,0.9091849880187002,0.8444591452733559,0.9091849880187002,False,934,38892,755683
60000,0.0001875615436315041,0.01888604353393086,0.00018443551790431236,0.00012174417050535741,1.5593220338983051,1.0,0.8688817368119524,/Users/hehouts/Desktop/lab14_binder/sourmash/matches.zip,"GCA_016938475.1 Sphaerochaetaceae bacterium, ASM1693847v1",42ceead37ffef68c83843202c368da87,0.019206145966709345,59000,19,107000,genomic_data/SRR8859675_2.fastq.gz,SRR8859675,50101ce4,319895000,31,DNA,1000,319895,True,0.7581913619301198,0.8802927073761406,0.8192420346531302,0.8802927073761406,False,92,38984,755683
60000,0.0001875615436315041,0.008816326530612244,0.00016880538926835367,9.7924658884744e-05,1.3703703703703705,1.0,0.8670148082014538,/Users/hehouts/Desktop/lab14_binder/sourmash/matches.zip,"GCF_001469165.1 Thiohalocapsa sp. ML1 strain=ML1, ML-1",7c10bca39e561ac2c323f7e390ffec18,0.009795918367346938,54000,20,53000,genomic_data/SRR8859675_2.fastq.gz,SRR8859675,50101ce4,319895000,31,DNA,1000,319895,True,0.7581913619301198,0.8613804387738446,0.8097859003519823,0.8613804387738446,False,74,39058,755683
64000,0.00020006564654027103,0.020965189873417722,0.00016567936354116195,0.0010295322244909572,14.679245283018869,5.0,24.5432030208924,/Users/hehouts/Desktop/lab14_binder/sourmash/matches.zip,"GCF_000020625.1 Prosthecochloris aestuarii DSM 271 strain=DSM 271, ASM2062v1",24573d2d098db28f9f3012208222ab6a,0.02531645569620253,53000,21,0,genomic_data/SRR8859675_2.fastq.gz,SRR8859675,50101ce4,319895000,31,DNA,1000,319895,True,0.7597714754992321,0.8881715708330911,0.8239715231661615,0.8881715708330911,False,778,39836,755683
